100,200,200,200,200,200,100,200,200,200,200,0
200,200,100,200,200,200,200,200,200,100,200,0
100,200,200,200,200,200,100,200,200,200,200,0
200,200,200,200,200,100,200,200,200,200,200,0
200,200,200,200,100,200,200,200,200,100,200,0
100,200,200,200,200,200,200,200,200,100,200,1
200,200,200,100,200,200,200,200,200,200,100,1
200,200,200,200,200,100,200,200,200,200,200,1
200,200,200,200,100,200,200,200,200,200,200,1
200,200,200,100,200,200,200,200,200,200,200,1
100,200,200,200,200,200,100,200,200,200,200,0
200,200,100,200,200,200,200,200,200,100,200,0
100,200,200,200,200,200,100,200,200,200,200,0
200,200,200,200,200,100,200,200,200,200,200,0
200,200,200,200,100,200,200,200,200,100,200,0
100,200,200,200,200,200,200,200,200,100,200,1
200,200,200,100,200,200,200,200,200,200,100,1
200,200,200,200,200,100,200,200,200,200,200,1
200,200,200,200,100,200,200,200,200,200,200,1
200,200,200,100,200,200,200,200,200,200,200,1
100,200,200,200,200,200,100,200,200,200,200,0
200,200,100,200,200,200,200,200,200,100,200,0
100,200,200,200,200,200,100,200,200,200,200,0
200,200,200,200,200,100,200,200,200,200,200,0
200,200,200,200,100,200,200,200,200,100,200,0
100,200,200,200,200,200,200,200,200,100,200,1
200,200,200,100,200,200,200,200,200,200,100,1
200,200,200,200,200,100,200,200,200,200,200,1
200,200,200,200,100,200,200,200,200,200,200,1
200,200,200,100,200,200,200,200,200,200,200,1
100,200,200,200,200,200,100,200,200,200,200,0
200,200,100,200,200,200,200,200,200,100,200,0
100,200,200,200,200,200,100,200,200,200,200,0
200,200,200,200,200,100,200,200,200,200,200,0
200,200,200,200,100,200,200,200,200,100,200,0
100,200,200,200,200,200,200,200,200,100,200,1
200,200,200,100,200,200,200,200,200,200,100,1
200,200,200,200,200,100,200,200,200,200,200,1
200,200,200,200,100,200,200,200,200,200,200,1
200,200,200,100,200,200,200,200,200,200,200,1
100,200,200,200,200,200,100,200,200,200,200,0
200,200,100,200,200,200,200,200,200,100,200,0
100,200,200,200,200,200,100,200,200,200,200,0
200,200,200,200,200,100,200,200,200,200,200,0
200,200,200,200,100,200,200,200,200,100,200,0
100,200,200,200,200,200,200,200,200,100,200,1
200,200,200,100,200,200,200,200,200,200,100,1
200,200,200,200,200,100,200,200,200,200,200,1
200,200,200,200,100,200,200,200,200,200,200,1
200,200,200,100,200,200,200,200,200,200,200,1
100,200,200,200,200,200,100,200,200,200,200,0
200,200,100,200,200,200,200,200,200,100,200,0
100,200,200,200,200,200,100,200,200,200,200,0
200,200,200,200,200,100,200,200,200,200,200,0
200,200,200,200,100,200,200,200,200,100,200,0
100,200,200,200,200,200,200,200,200,100,200,1
200,200,200,100,200,200,200,200,200,200,100,1
200,200,200,200,200,100,200,200,200,200,200,1
200,200,200,200,100,200,200,200,200,200,200,1
200,200,200,100,200,200,200,200,200,200,200,1
100,200,200,200,200,200,100,200,200,200,200,0
200,200,100,200,200,200,200,200,200,100,200,0
100,200,200,200,200,200,100,200,200,200,200,0
200,200,200,200,200,100,200,200,200,200,200,0
200,200,200,200,100,200,200,200,200,100,200,0
100,200,200,200,200,200,200,200,200,100,200,1
200,200,200,100,200,200,200,200,200,200,100,1
200,200,200,200,200,100,200,200,200,200,200,1
200,200,200,200,100,200,200,200,200,200,200,1
200,200,200,100,200,200,200,200,200,200,200,1
100,200,200,200,200,200,100,200,200,200,200,0
200,200,100,200,200,200,200,200,200,100,200,0
100,200,200,200,200,200,100,200,200,200,200,0
200,200,200,200,200,100,200,200,200,200,200,0
200,200,200,200,100,200,200,200,200,100,200,0
100,200,200,200,200,200,200,200,200,100,200,1
200,200,200,100,200,200,200,200,200,200,100,1
200,200,200,200,200,100,200,200,200,200,200,1
200,200,200,200,100,200,200,200,200,200,200,1
200,200,200,100,200,200,200,200,200,200,200,1
100,200,200,200,200,200,100,200,200,200,200,0
200,200,100,200,200,200,200,200,200,100,200,0
100,200,200,200,200,200,100,200,200,200,200,0
200,200,200,200,200,100,200,200,200,200,200,0
200,200,200,200,100,200,200,200,200,100,200,0
100,200,200,200,200,200,200,200,200,100,200,1
200,200,200,100,200,200,200,200,200,200,100,1
200,200,200,200,200,100,200,200,200,200,200,1
200,200,200,200,100,200,200,200,200,200,200,1
200,200,200,100,200,200,200,200,200,200,200,1
